Fleet,Gear,Year,MonthStart,Grid,YFT-MT,BET-MT,SKJ-MT,ALB-MT,SBF-MT,LOT-MT,FRZ-MT,KAW-MT,COM-MT,SWO-MT,BILL-MT,TUX-MT,SKH-MT,NTAD-MT
MDV    ,HAND,2021,9,5102073,35.33,,,,,,,,,,,,,
MDV    ,HAND,2021,10,5102073,40.2,,0.62,,,,,,,,,,,
MDV    ,HAND,2021,11,5102073,11.67,,,,,,,,,,,,,
MDV    ,HAND,2021,12,5102073,96.63,,1.28,,,,,,,,,,,
MDV    ,HAND,2022,1,5102073,58.76,,,,,,,,,,,,,
MDV    ,HAND,2022,2,5102073,40.52,,8.32,,,,,,,,,,,
MDV    ,HAND,2022,3,5102073,152.29,,,,,,,,,,,,,
MDV    ,HAND,2022,4,5102073,158.39,,,,,,,,,,,,,0.07
MDV    ,HAND,2022,5,5102073,84.58,,,,,,,,,,,,,
MDV    ,HAND,2022,6,5102073,198.58,,,,,,,,,,,,,
MDV    ,HAND,2022,7,5102073,151.34,,,,,,,,,,,,,
MDV    ,HAND,2022,8,5102073,148.23,,,,,,,,,,,,,0.03
MDV    ,HAND,2022,9,5102073,117.61,,,,,,,,,,,,,4.60E-03
MDV    ,HAND,2022,10,5102073,100.68,,,,,,,,,,,,,
MDV    ,HAND,2022,11,5102073,133.7,,,,,,,,,,,,,
MDV    ,HAND,2022,12,5102073,117.08,,,,,,,,,,,,,
MDV    ,HAND,2023,1,5102073,74.13,,,,,,,,,,,,,
MDV    ,HAND,2023,2,5102073,137.6,,,,,,,,,,,,,
MDV    ,HAND,2023,3,5102073,103.49,,,,,,,,,,,,,
MDV    ,HAND,2023,4,5102073,43.23,,,,,,,,,,,,,
MDV    ,HAND,2023,5,5102073,34.57,,,,,,,,,,,,,
MDV    ,HAND,2023,6,5102073,42.6,,,,,,,,,,,,,
MDV    ,HAND,2023,7,5102073,31.08,,,,,,,,,,,,,
MDV    ,HAND,2023,8,5102073,10.73,,,,,,,,,,,,,
MDV    ,HAND,2023,9,5102073,46.36,,,,,,,,,,,,,
MDV    ,HAND,2023,10,5102073,99.7,,,,,,,,,,,,,
MDV    ,HAND,2023,11,5102073,84.57,,,,,,,,,,,,,
MDV    ,HAND,2023,12,5102073,116.77,,,,,,,,,,,,,
MDV    ,HLOF,2018,1,5102073,47.78,,1.9,,,,0.02,0.31,,,,,,0.12
MDV    ,HLOF,2018,2,5102073,43.04,,0.1,,,,0.06,0.21,,,,,,0.24
MDV    ,HLOF,2018,3,5102073,43.54,,1.84,,,,0.03,0.15,,,,,,0.02
MDV    ,HLOF,2018,4,5102073,58.42,,,,,,,,,,,,,
MDV    ,HLOF,2018,5,5102073,19.69,,,,,,,,,,,,,
MDV    ,HLOF,2018,6,5102073,9.1,,,,,,,,,,,,,
MDV    ,HLOF,2018,7,5102073,13.89,,,,,,,,,,,,,
MDV    ,HLOF,2018,8,5102073,26.14,,3.09,,,,,,,,,,,
MDV    ,HLOF,2018,9,5102073,48.99,,,,,,,,,,,,,
MDV    ,HLOF,2018,10,5102073,14.5,,,,,,,,,,,,,
MDV    ,HLOF,2018,11,5102073,6.6,,,,,,,,,,,,,
MDV    ,HLOF,2019,1,5102073,37.2,,10.32,,,,,,,,,,,
MDV    ,HLOF,2019,2,5102073,29.21,,,,,,,,,,,,,
MDV    ,HLOF,2019,3,5102073,80.57,,1.59,,,,7.10E-03,0.05,,,,,,0.07
MDV    ,HLOF,2019,4,5102073,241.6,,3.47,,,,,,,,,,,
MDV    ,HLOF,2019,5,5102073,181.13,,1.49,,,,0.03,0.25,,,,,,0.05
MDV    ,HLOF,2019,6,5102073,29.43,,1.77,,,,,0.11,,,,,,
MDV    ,HLOF,2019,7,5102073,82.44,,,,,,,,,,,,,
MDV    ,HLOF,2019,8,5102073,28.45,,13.66,,,,,,,,0.08,,,
MDV    ,HLOF,2019,9,5102073,54.01,,,,,,,,,,,,,
MDV    ,HLOF,2019,10,5102073,151.96,,,,,,,,,,,,,
MDV    ,HLOF,2019,11,5102073,127,,,,,,,,,,,,,
MDV    ,HLOF,2019,12,5102073,61.08,,,,,,,,,,,,,
MDV    ,HLOF,2020,1,5102073,79.49,,3.16,,,,,,,,,,,
MDV    ,HLOF,2020,2,5102073,303.44,,,,,,,,,,,,,
MDV    ,HLOF,2020,3,5102073,263.43,,,,,,,,,,,,,
MDV    ,HLOF,2020,4,5102073,134.32,,,,,,,,,,,,,
MDV    ,HLOF,2020,5,5102073,26.74,,9.21,,,,,,,,,,,
MDV    ,HLOF,2020,6,5102073,55.72,,11.24,,,,,,,,,,,
MDV    ,HLOF,2020,7,5102073,66.12,,,,,,,,,,,,,
MDV    ,HLOF,2020,8,5102073,84.03,,,,,,,,,,,,,
MDV    ,HLOF,2020,9,5102073,117.94,,,,,,,,,,,,,
MDV    ,HLOF,2020,10,5102073,96.25,,14.16,,,,,,,,,,,
MDV    ,HLOF,2020,11,5102073,123.14,,,,,,,,,,,,,
MDV    ,HLOF,2020,12,5102073,123.16,,,,,,,,,,,,,
MDV    ,HLOF,2021,1,5102073,66.37,,,,,,,,,,,,,
MDV    ,HLOF,2021,2,5102073,150.66,,4.96,,,,,,,,,,,
MDV    ,HLOF,2021,3,5102073,173.58,,,,,,,0.05,,,,0.01,,
MDV    ,HLOF,2021,4,5102073,12.99,,,,,,,,,,,0.01,,
MDV    ,HLOF,2021,5,5102073,38.21,,,,,,,,,,,,,8.50E-03
MDV    ,HLOF,2021,6,5102073,73.18,,,,,,,,,,,8.13E-03,,
MDV    ,HLOF,2021,7,5102073,98.85,,0.02,,,,,,,,,,,
MDV    ,HLOF,2021,8,5102073,139.88,,,,,,,,,,,0.02,,
MDV    ,HLOF,2021,9,5102073,57.48,,,,,,,,,,,,,
MDV    ,HLOF,2021,10,5102073,26.3,,1.81,,,,,,,,,,,
MDV    ,HLOF,2021,11,5102073,38.82,,,,,,,,,,,,,
MDV    ,HLOF,2021,12,5102073,44.42,,,,,,,,,,,,,
MDV    ,HLOF,2022,1,5102073,69.93,,,,,,,,,,,,,
MDV    ,HLOF,2022,2,5102073,40.35,,,,,,,,,,,,,
MDV    ,HLOF,2022,3,5102073,100.75,,,,,,,,,,,,,
MDV    ,HLOF,2022,4,5102073,141.88,,,,,,,,,,,,,
MDV    ,HLOF,2022,5,5102073,23.63,,,,,,,,,,,,,
MDV    ,HLOF,2022,6,5102073,76.85,,,,,,,,,,,,,
MDV    ,HLOF,2022,7,5102073,70.02,,,,,,,,,,,,,0.02
MDV    ,HLOF,2022,8,5102073,59.34,,,,,,,,,,,,,
MDV    ,HLOF,2022,9,5102073,31.61,,,,,,,,,,,,,
MDV    ,HLOF,2022,10,5102073,85.06,,,,,,,,,,,,,
MDV    ,HLOF,2022,11,5102073,128.59,,,,,,,,,,,,,
MDV    ,HLOF,2022,12,5102073,56.97,,,,,,,,,,,,,
MDV    ,HLOF,2023,1,5102073,144.22,,,,,,,,,,,,,
MDV    ,HLOF,2023,2,5102073,125.93,,1.35,,,,,,,,,,,
MDV    ,HLOF,2023,3,5102073,170.34,,0.19,,,,,,,,,,,
MDV    ,HLOF,2023,4,5102073,55.1,,,,,,,,,,,,,
MDV    ,HLOF,2023,5,5102073,51.94,,,,,,,,,,,,,
MDV    ,HLOF,2023,6,5102073,150.23,,,,,,,,,,,,,
MDV    ,HLOF,2023,7,5102073,38.16,,,,,,,,,,,3.10E-03,,
MDV    ,HLOF,2023,8,5102073,59.56,,0.39,,,,,,,,,,,
MDV    ,HLOF,2023,9,5102073,74.34,,,,,,,,,,,,,
MDV    ,HLOF,2023,10,5102073,43.65,,,,,,,,,,,,,
MDV    ,HLOF,2023,11,5102073,116.66,,,,,,,,,,,,,
MDV    ,HLOF,2023,12,5102073,87.61,,1.14,,,,,,,,,,,
MDV    ,TROL,2013,6,5102073,,,2.35,,,,,,,,0.58,,,
MDV    ,TROL,2013,7,5102073,1.56,,1.26,,,,,0.01,,,0.86,,,
MDV    ,TROL,2013,8,5102073,0.2,,1.03,,,,,,,,0.92,,,
MDV    ,TROL,2013,9,5102073,3.73,,,,,,,,,,0.42,,,
MDV    ,TROL,2013,10,5102073,0.63,,,,,,,,,,0.34,,,
MDV    ,TROL,2013,11,5102073,0.55,,,,,,,,,,0.6,,,
MDV    ,TROL,2013,12,5102073,,,,,,,,,,,0.82,,,
MDV    ,TROL,2014,5,5102073,,,,,,,,,,,0.04,,,8.54E-03
MDV    ,TROL,2014,6,5102073,,,,,,,,,,,,,,
MDV    ,TROL,2014,7,5102073,,,,,,,,,,,,,,
MDV    ,TROL,2014,11,5102073,,,,,,,0.01,,,,,,,
MDV    ,TROL,2015,4,5102073,3.88,,,,,,,,,,,,,
MDV    ,TROL,2015,8,5102073,,,,,,,,,,,,,,
MDV    ,TROL,2016,1,5102073,,,0.02,,,,1.50E-03,7.94E-04,,,7.52,8.70E-03,,
MDV    ,TROL,2016,2,5102073,0.03,,0.15,,,,1.50E-03,1.06E-03,,,11.02,0.06,,0.04
MDV    ,TROL,2016,3,5102073,,,,,,,,2.65E-04,,,1.5,,,
MDV    ,TROL,2016,4,5102073,0.01,,,,,,3.74E-04,2.12E-03,,,5.04,6.53E-03,,
MDV    ,TROL,2016,6,5102073,0.22,,0.14,,,,,7.94E-04,,,5.56,4.35E-03,,2.39E-04
MDV    ,TROL,2016,7,5102073,0.13,0.37,0.06,,,,,1.85E-03,,,4.02,,,0.02
MDV    ,TROL,2016,8,5102073,,,,,,,,7.94E-04,,,0.5,,,
MDV    ,TROL,2016,9,5102073,,,,,,,7.48E-04,5.30E-04,,,4.53,,,
MDV    ,TROL,2016,11,5102073,,,,,,,,,,,3.03,0.01,,
MDV    ,TROL,2016,12,5102073,0.07,,,,,,,,,,4.05,,,
MDV    ,TROL,2017,3,5102073,,,,,,,,,,,0.63,0.26,,
MDV    ,TROL,2017,5,5102073,4.39,,7.39,,,,,,,,0.11,0.18,,
MDV    ,TROL,2017,6,5102073,,,,,,,,,,,,,,
MDV    ,TROL,2019,3,5102073,,,,,,,,,,,,,,
MDV    ,TROL,2019,8,5102073,3.78,,,,,,,,,,,,,
MDV    ,HAND,2013,1,5102074,9.48,,3.90E-03,,,,,,,,,,,
MDV    ,HAND,2013,2,5102074,1.45,,,,,,,,,,,,,
MDV    ,HAND,2013,3,5102074,3.33,,,,,,,,,,,,,
MDV    ,HAND,2013,4,5102074,8.84,,,,,,,,,,,,,
MDV    ,HAND,2013,5,5102074,24.43,,,,,,4.20E-03,0.01,,,0.04,,,0.02
MDV    ,HAND,2013,6,5102074,19.11,,1.6,,,,,,,,0.04,,,
MDV    ,HAND,2013,7,5102074,23.59,,0.87,,,,,,,,,,,
MDV    ,HAND,2013,8,5102074,17.48,,7.81,,,,,,,,,,,
MDV    ,HAND,2013,9,5102074,111.57,,,,,,,,,,,,,
MDV    ,HAND,2013,10,5102074,53.63,,,,,,,,,,,,,
MDV    ,HAND,2013,11,5102074,168.6,,0.39,,,,0.04,0.01,,,0.08,,,
MDV    ,HAND,2013,12,5102074,27.97,,,,,,,,,,,,,
MDV    ,HAND,2014,1,5102074,47.76,,,,,,,,,,,,,
MDV    ,HAND,2014,2,5102074,35.15,,,,,,,,,,,,,
MDV    ,HAND,2014,3,5102074,,,,,,,,,,,,,,
MDV    ,HAND,2014,4,5102074,100.54,,0.87,,,,,,,,,,,
MDV    ,HAND,2014,5,5102074,23.55,,10.88,,,,,,,,,,,
MDV    ,HAND,2014,6,5102074,18.02,3,35.26,,,,,,,,,,,
MDV    ,HAND,2014,7,5102074,35.24,,,,,,,,,,,,,
MDV    ,HAND,2014,8,5102074,41.65,,,,,,,,,,,,,
MDV    ,HAND,2014,9,5102074,20.11,,2.91,,,,,,,,,,,
MDV    ,HAND,2014,10,5102074,43.25,,,,,,,,,,,,,
MDV    ,HAND,2014,11,5102074,18.76,,,,,,,,,,,,,
MDV    ,HAND,2014,12,5102074,14.6,,6.71,,,,,,,,,,,
MDV    ,HAND,2015,1,5102074,44.55,0.34,0.1,,,,,0.07,,,,,,
MDV    ,HAND,2015,2,5102074,30.26,0.38,0.04,,,,,6.40E-03,,,,,,
MDV    ,HAND,2015,3,5102074,90.95,0.31,9.1,,,,,,,,,,,
MDV    ,HAND,2015,4,5102074,136.65,0.03,,,,,,,,,,,,
MDV    ,HAND,2015,5,5102074,46.32,5.82,0.23,,,,,,,,,,,
MDV    ,HAND,2015,7,5102074,34.86,,0.02,,,,,,,,,,,
MDV    ,HAND,2015,8,5102074,53.99,0.11,0.09,,,,,4.27E-03,,,,,,
MDV    ,HAND,2015,9,5102074,51,2.44,0.21,,,,,0.01,,,,,,
MDV    ,HAND,2015,10,5102074,0.55,0.15,,,,,,0.01,,,,,,
MDV    ,HAND,2015,11,5102074,62.74,0.27,0.01,,,,,0.01,,,,,,
MDV    ,HAND,2015,12,5102074,19.73,0.11,,,,,,2.13E-03,,,,,,
MDV    ,HAND,2016,1,5102074,46.37,,,,,,0.02,,,,5.52,0.02,,0.01
MDV    ,HAND,2016,2,5102074,93.59,0.12,0.05,,,,0.03,,,,2,0.01,,
MDV    ,HAND,2016,3,5102074,146.78,,,,,,4.56,,,,2.01,0.01,,0.02
MDV    ,HAND,2016,4,5102074,501.14,0.62,,,,,1.16,5.30E-04,,,,,,
MDV    ,HAND,2016,5,5102074,91.67,,,,,,,,,,,,,
MDV    ,HAND,2016,6,5102074,4.64,0.25,,,,,,,,,2.02,,,
MDV    ,HAND,2016,7,5102074,2.28,,0.06,,,,,,,,3.5,,,0.02
MDV    ,HAND,2016,8,5102074,20.75,0.25,,,,,,5.30E-04,,,1.63,,,
MDV    ,HAND,2016,9,5102074,9.5,0.62,0.02,,,,,7.94E-04,,,0.01,0.01,,
MDV    ,HAND,2016,10,5102074,20.04,3.57,,,,,,,,,0.5,,,
MDV    ,HAND,2016,11,5102074,9.55,,,,,,,2.65E-04,,,0.5,,,
MDV    ,HAND,2016,12,5102074,12.05,0.46,,,,,,,,,1.01,,,
MDV    ,HAND,2017,1,5102074,56.58,0.03,,,,,,,,,0.62,,,
MDV    ,HAND,2017,2,5102074,115.27,,0.36,,,,,,,,0.46,,,2
MDV    ,HAND,2017,3,5102074,21.63,,7.20E-03,,,,,,,,0.36,0.59,,
MDV    ,HAND,2017,4,5102074,29.59,,,,,,,,,,,,,
MDV    ,HAND,2017,5,5102074,29.74,,,,,,,,,,,,,
MDV    ,HAND,2017,6,5102074,13.74,,,,,,,,,,,,,
MDV    ,HAND,2017,7,5102074,107.12,,,,,,,,,,,,,
MDV    ,HAND,2017,8,5102074,79.49,,,,,,,,,,,,,
MDV    ,HAND,2017,9,5102074,3.79,,,,,,,,,,,,,
MDV    ,HAND,2017,10,5102074,7.29,,,,,,,,,,,,,
MDV    ,HAND,2017,11,5102074,12.56,,,,,,,,,,,,,
MDV    ,HAND,2017,12,5102074,27.02,0.07,,,,,,,,,0.03,0.03,,0.01
MDV    ,HAND,2018,1,5102074,22.49,,0.01,,,,0.01,0.01,,,,0.3,,
MDV    ,HAND,2018,2,5102074,5.93,,,,,,,,,,,0.01,,
MDV    ,HAND,2018,3,5102074,12.36,0.08,,,,,,,,,0.04,0.19,,0.01
MDV    ,HAND,2018,4,5102074,57.89,,,,,,,,,,,,,
MDV    ,HAND,2018,6,5102074,12.64,,,,,,,,,,,,,
MDV    ,HAND,2018,7,5102074,32.94,,,,,,,,,,,,,
MDV    ,HAND,2018,8,5102074,20.04,,,,,,,,,,,,,
MDV    ,HAND,2018,9,5102074,8.85,,,,,,,,,,,,,
MDV    ,HAND,2018,10,5102074,11.51,,,,,,,,,,,,,
MDV    ,HAND,2018,11,5102074,4.31,,,,,,,,,,0.01,,,
MDV    ,HAND,2018,12,5102074,9.36,,,,,,,,,,,,,
MDV    ,HAND,2019,1,5102074,29,0.11,5.77E-03,,,,,,,,0.05,0.08,,
MDV    ,HAND,2019,2,5102074,4.89,,,,,,,,,,,,,
MDV    ,HAND,2019,3,5102074,8.77,12.29,1.73,,,,,,,,,,,
MDV    ,HAND,2019,4,5102074,0.09,0.17,,,,,,,,,0.08,0.23,,
MDV    ,HAND,2019,5,5102074,44.42,,,,,,,,,,,,,
MDV    ,HAND,2019,6,5102074,54.16,,2.29,,,,,,,,0.05,0.08,,
MDV    ,HAND,2019,7,5102074,158.58,0.08,,,,,,,,,0.02,0.08,,0.02
MDV    ,HAND,2019,8,5102074,116.54,3.74,17.75,,,,,,,,,,,
MDV    ,HAND,2019,9,5102074,84.39,,15.81,,,,,,,,,,,
MDV    ,HAND,2019,10,5102074,115.57,6.2,1.67,,,,,,,,4.44E-03,4.44E-03,,2.96E-03
MDV    ,HAND,2019,11,5102074,76.73,0.14,0.01,,,,,,,,0.56,0.35,,0.03
MDV    ,HAND,2019,12,5102074,65.71,,,,,,,,,,,,,
MDV    ,HAND,2020,1,5102074,21.04,0.06,,,,,,,,,0.13,0.13,,3.73E-03
MDV    ,HAND,2020,2,5102074,57.6,,6.47,,,,0.02,,,,,,,0.01
MDV    ,HAND,2020,3,5102074,31.17,,,,,,,,,,,,,
MDV    ,HAND,2020,4,5102074,11.93,,1.89,,,,,,,,,,,
MDV    ,HAND,2020,5,5102074,5.3,,,,,,,,,,,,,
MDV    ,HAND,2020,6,5102074,79.35,,1.73,,,,,,,,,,,
MDV    ,HAND,2020,7,5102074,113.04,,0.02,,,,,,,,,,,
MDV    ,HAND,2020,8,5102074,49.04,,,,,,,,,,,,,
MDV    ,HAND,2020,9,5102074,169.7,,,,,,,,,,,,,
MDV    ,HAND,2020,10,5102074,138.7,0.02,,,,,,,,,,,,
MDV    ,HAND,2020,11,5102074,185.85,,0.11,,,,,,,,,,,0.02
MDV    ,HAND,2020,12,5102074,124.13,5.85,2.4,,,,,,,,,,,
MDV    ,HAND,2021,1,5102074,141.85,,3.57,,,,,,,,,,,
MDV    ,HAND,2021,2,5102074,49.71,,,,,,,,,,,,,
MDV    ,HAND,2021,3,5102074,60.48,,,,,,,,,,,,,
MDV    ,HAND,2021,4,5102074,31.41,,0.09,,,,,,,,,,,
MDV    ,HAND,2021,5,5102074,5.98,,,,,,,,,,,,,
MDV    ,HAND,2021,6,5102074,72.77,,0.03,,,,,1.27,,,,,,0.01
MDV    ,HAND,2021,7,5102074,84.78,,,,,,,,,,,,,
MDV    ,HAND,2021,8,5102074,54.25,3.25,,,,,,,,,,,,
MDV    ,HAND,2021,9,5102074,58.66,,,,,,,,,,,,,
MDV    ,HAND,2021,10,5102074,24.52,,,,,,,,,,,,,
MDV    ,HAND,2021,11,5102074,42.71,,0.08,,,,,,,,,,,0.07
MDV    ,HAND,2021,12,5102074,17.73,,,,,,,,,,,,,
MDV    ,HAND,2022,1,5102074,82.06,,,,,,,,,,,,,
MDV    ,HAND,2022,2,5102074,31.79,,,,,,,,,,,,,
MDV    ,HAND,2022,3,5102074,16.56,,,,,,,,,,,,,
MDV    ,HAND,2022,4,5102074,13.3,,,,,,,,,,,,,
MDV    ,HAND,2022,5,5102074,46.78,,,,,,,,,,,,,
MDV    ,HAND,2022,6,5102074,156.82,,,,,,,,,,,,,
MDV    ,HAND,2022,7,5102074,34.5,,,,,,,,,,,,,
MDV    ,HAND,2022,8,5102074,5.72,,,,,,,,,,,,,
MDV    ,HAND,2022,9,5102074,46.52,,,,,,,,,,,,,
MDV    ,HAND,2022,10,5102074,43.25,,,,,,,,,,,,,
MDV    ,HAND,2022,11,5102074,65.79,,,,,,,,,,,,,
MDV    ,HAND,2022,12,5102074,108.9,,,,,,,,,,,,,
MDV    ,HAND,2023,1,5102074,74.59,,,,,,,,,,,,,
MDV    ,HAND,2023,2,5102074,44.29,,,,,,,,,,,,,
MDV    ,HAND,2023,3,5102074,23.55,,,,,,,,,,,,,
MDV    ,HAND,2023,4,5102074,29.39,,,,,,,,,,,,,
MDV    ,HAND,2023,5,5102074,28.95,,1.27,,,,,,,,,,,
MDV    ,HAND,2023,6,5102074,26,,1.17,,,,,,,,,,,
MDV    ,HAND,2023,7,5102074,36.66,,,,,,,,,,,,,
MDV    ,HAND,2023,8,5102074,33.21,,20.31,,,,,,,,,,,
MDV    ,HAND,2023,9,5102074,33.21,,,,,,,,,,,,,
MDV    ,HAND,2023,10,5102074,30.77,,,,,,,,,,,,,
MDV    ,HAND,2023,11,5102074,61.38,,,,,,,,,,,,,
MDV    ,HAND,2023,12,5102074,1.46,,,,,,,,,,,,,
MDV    ,HLOF,2018,1,5102074,53.75,,,,,,,,,,,,,
MDV    ,HLOF,2018,2,5102074,2.95,,,,,,,,,,,,,
MDV    ,HLOF,2018,3,5102074,2.42,,,,,,,,,,,,,
MDV    ,HLOF,2018,4,5102074,4.22,,,,,,,,,,,,,
MDV    ,HLOF,2018,5,5102074,3.8,,,,,,,,,,,,,
MDV    ,HLOF,2018,6,5102074,30.3,,,,,,,,,,,,,
MDV    ,HLOF,2018,7,5102074,74.78,,,,,,,,,,,,,
MDV    ,HLOF,2018,8,5102074,59.05,,1.14,,,,0.53,0.14,,,,,,
MDV    ,HLOF,2018,9,5102074,26.08,,,,,,,,,,,,,
MDV    ,HLOF,2018,11,5102074,10.12,,,,,,,,,,,,,
MDV    ,HLOF,2018,12,5102074,15.21,,,,,,,,,,,,,
MDV    ,HLOF,2019,1,5102074,34.16,,,,,,,,,,,,,
MDV    ,HLOF,2019,2,5102074,7.87,,,,,,,,,,,,,
MDV    ,HLOF,2019,3,5102074,1.75,,,,,,,,,,,,,
MDV    ,HLOF,2019,4,5102074,8.1,,0.29,,,,0.02,0.11,,,,,,0.03
MDV    ,HLOF,2019,5,5102074,8.81,,,,,,,,,,,,,
MDV    ,HLOF,2019,6,5102074,51.33,0.44,,,,,,,,,0.11,,,
MDV    ,HLOF,2019,7,5102074,249.43,,1.17,,,,,,,,,,,
MDV    ,HLOF,2019,8,5102074,70.43,,0.94,,,,,,,,,,,
MDV    ,HLOF,2019,9,5102074,30.85,,,,,,,,,,,,,
MDV    ,HLOF,2019,10,5102074,104.65,1.53,,,,,,,,,,,,
MDV    ,HLOF,2019,11,5102074,31.45,,,,,,,,,,,,,
MDV    ,HLOF,2019,12,5102074,61.22,,,,,,,,,,,,,
MDV    ,HLOF,2020,1,5102074,25.97,,7.95,,,,,,,,,,,
MDV    ,HLOF,2020,2,5102074,65.17,,,,,,,,,,,,,
MDV    ,HLOF,2020,3,5102074,28.46,,,,,,,,,,,,,
MDV    ,HLOF,2020,4,5102074,9.61,,,,,,,,,,,,,
MDV    ,HLOF,2020,5,5102074,11.78,,,,,,,,,,,,,
MDV    ,HLOF,2020,6,5102074,92.96,5.08,0.98,,,,,,,,,,,
MDV    ,HLOF,2020,7,5102074,173.33,1.77,0.84,,,,,,,,0.17,,,
MDV    ,HLOF,2020,8,5102074,104.84,,,,,,,,,,,,,
MDV    ,HLOF,2020,9,5102074,78.08,,,,,,,,,,,,,
MDV    ,HLOF,2020,10,5102074,112.61,,,,,,,,,,,,,
MDV    ,HLOF,2020,11,5102074,168.38,,1.23,,,,,,,,,,,
MDV    ,HLOF,2020,12,5102074,115.68,0.03,,,,,,,,,,,,
MDV    ,HLOF,2021,1,5102074,131.5,,,,,,,,,,,,,
MDV    ,HLOF,2021,2,5102074,34.18,,,,,,,,,,,,,
MDV    ,HLOF,2021,3,5102074,25.37,,,,,,,,,,,,,
MDV    ,HLOF,2021,4,5102074,25.45,,,,,,,,,,,,,
MDV    ,HLOF,2021,5,5102074,36.11,,,,,,,,,,,,,
MDV    ,HLOF,2021,6,5102074,112.14,,,,,,,,,,,,,
MDV    ,HLOF,2021,7,5102074,92.06,,,,,,,,,,,,,
MDV    ,HLOF,2021,8,5102074,27.88,,3.48,,,,,,,,,,,
MDV    ,HLOF,2021,9,5102074,56.6,,,,,,,,,,,,,
MDV    ,HLOF,2021,10,5102074,42.91,,,,,,,,,,,,,
MDV    ,HLOF,2021,11,5102074,40.72,,,,,,,,,,,,,
MDV    ,HLOF,2021,12,5102074,33.25,0.71,,,,,,,,,,,,
MDV    ,HLOF,2022,1,5102074,48.46,,,,,,,,,,,,,
MDV    ,HLOF,2022,2,5102074,56.91,,,,,,,,,,,,,
MDV    ,HLOF,2022,3,5102074,4.08,,,,,,,,,,,,,
MDV    ,HLOF,2022,4,5102074,10.78,,,,,,,,,,,,,
MDV    ,HLOF,2022,5,5102074,23,,,,,,,,,,,,,
MDV    ,HLOF,2022,6,5102074,108.26,,,,,,,,,,,,,
MDV    ,HLOF,2022,7,5102074,22.09,,,,,,,,,,,,,
MDV    ,HLOF,2022,8,5102074,30.4,,,,,,,,,,,,,
MDV    ,HLOF,2022,9,5102074,47.47,,,,,,,,,,,,,
MDV    ,HLOF,2022,10,5102074,54.65,,,,,,,,,,,,,
MDV    ,HLOF,2022,11,5102074,146.26,,,,,,,,,,,,,
MDV    ,HLOF,2022,12,5102074,128.39,,,,,,,,,,,,,
MDV    ,HLOF,2023,1,5102074,100.34,,,,,,,,,,,,,
MDV    ,HLOF,2023,2,5102074,54.4,,,,,,,,,,,,,
MDV    ,HLOF,2023,3,5102074,67.4,,,,,,,,,,,,,
MDV    ,HLOF,2023,4,5102074,31.07,,,,,,,,,,,,,
MDV    ,HLOF,2023,5,5102074,13.27,,,,,,,,,,,,,
MDV    ,HLOF,2023,6,5102074,69.97,,,,,,,,,,,,,
MDV    ,HLOF,2023,7,5102074,34.08,,,,,,,,,,,,,
MDV    ,HLOF,2023,8,5102074,31.76,,,,,,,,,,,,,
MDV    ,HLOF,2023,10,5102074,72.07,,,,,,,,,,0.13,,,
MDV    ,HLOF,2023,11,5102074,25.16,,,,,,,,,,,,,
MDV    ,HLOF,2023,12,5102074,13.87,,,,,,,,,,,,,
MDV    ,LLCO,2013,5,5102074,0.41,0.18,,,,,,,,,,,,
MDV    ,LLCO,2013,8,5102074,0.15,0.36,,,,,,,,,,,,
MDV    ,LLCO,2016,1,5102074,0.08,0.07,,,,,,,,0.1,,,,
MDV    ,TROL,2013,7,5102074,0.83,,,,,,,,,,,,,
MDV    ,TROL,2014,7,5102074,2.01,,,,,,,,,,,,,
MDV    ,TROL,2016,1,5102074,,,,,,,1.50E-03,5.30E-04,,,3.53,8.70E-03,,5.98E-04
MDV    ,TROL,2016,2,5102074,0.02,,0.11,,,,1.12E-03,1.32E-03,,,7.01,0.05,,0.02
MDV    ,TROL,2016,3,5102074,0.07,,,,,,,2.65E-03,,,11.58,,,0.02
MDV    ,TROL,2016,4,5102074,,,,,,,,2.12E-03,,,3.03,,,0.02
MDV    ,TROL,2016,6,5102074,,0.12,0.18,,,,3.74E-04,5.83E-03,,,10.12,,,6.73E-03
MDV    ,TROL,2016,7,5102074,,0.75,0.42,,,,,1.59E-03,,,4.58,,,
MDV    ,TROL,2016,8,5102074,5.91E-03,,,,,,7.48E-04,1.85E-03,,,3.52,,,1.20E-04
MDV    ,TROL,2016,9,5102074,,,,,,,7.48E-04,1.32E-03,,,4.54,,,6.73E-03
MDV    ,TROL,2016,11,5102074,0.29,,,,,,3.74E-04,3.71E-03,,,3.03,0.01,,
MDV    ,TROL,2017,2,5102074,,,,,,,,,,,,,,
MDV    ,TROL,2017,3,5102074,0.08,,0.02,,,,,,,,1.07,0.52,,
MDV    ,TROL,2017,4,5102074,,,0.02,,,,,,,,0.52,0.3,,
MDV    ,TROL,2017,8,5102074,,,,,,,,,,,0.15,,,
MDV    ,TROL,2017,9,5102074,,,,,,,,,,,0.08,,,
MDV    ,TROL,2018,3,5102074,0.05,0.03,,,,,2.29E-03,6.28E-03,,,0.07,,,0.02
MDV    ,TROL,2018,10,5102074,,0.03,,,,,,,,,0.03,0.11,,0.03
MDV    ,TROL,2018,11,5102074,,0.03,,,,,,,,,0.03,0.11,,0.01
